Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si
0,0,,0,28.79479925,,,0,35.63073808,0.097905947
0,0,,0,28.15013956,,,0,35.39785744,0
0.118598619,0,,0,27.935253,,,0,36.87276817,0.195811894
0,0,,0,26.21616051,,,0,36.09649937,0
0,0.986387613,,0.640161561,24.28218145,,,0,37.18327569,0
0,0,,0.960242341,28.15013956,,,0,34.388708,0
0,0,,0,26.86082019,,,0,39.20157458,0.293717841
0.118598619,0,,0,30.7287783,,,0,36.79514129,0.195811894
0,0.657591742,,0,29.00968581,,,0,33.92294672,0.097905947
0,0.657591742,,0,30.29900518,,,0,35.08734992,0.195811894
0,0.657591742,,0,29.22457237,,,0,37.10564881,0.097905947
0,0,,0,27.935253,,,0,36.56226065,0.097905947
0,0.657591742,,0.640161561,29.65434549,,,0,34.31108112,0
0,0,,0.640161561,26.43104707,,,0,33.92294672,0.097905947
0,0,,0,29.00968581,,,0,39.04632082,0
0,0,,0,32.23298423,,,0,37.18327569,0
0,0,,0,31.58832455,,,0,35.00972304,0
0,0,,0.960242341,30.51389174,,,0,33.30193167,0.097905947
0,0,,0,30.7287783,,,0,34.07820048,0
0,0,,0,31.15855142,,,0,38.58055954,0.097905947
0,0,,0,30.29900518,,,0,36.95039505,0.195811894
0,0.657591742,,0.960242341,28.57991269,,,0,33.45718543,0.097905947
0,0,,0,33.09253048,,,0,37.57141009,0.097905947
0,0,,0,29.22457237,,,0,37.18327569,0.097905947
0.118598619,0,,0,30.7287783,,,0,34.69921552,0.195811894
0,0,,0,27.935253,,,0,36.32938001,0.097905947
0.118598619,0,,0,30.08411862,,,0,35.47548432,0.195811894
0,0,,0,28.36502612,,,0,34.7768424,0
0,0,,0,30.7287783,,,0,35.47548432,0
0,0,,0,28.57991269,,,0,37.64903697,0.097905947
0,0,,0,34.59673641,,,0,34.54396176,0.097905947
0,0.657591742,,0,26.64593363,,,0,36.40700689,0.195811894
0.118598619,0,,0,31.37343799,,,0,36.56226065,0
0,0,,0,29.65434549,,,0,32.75854351,0
0,0,,0,30.94366486,,,0,35.94124561,0.097905947
0,0,,0.640161561,29.65434549,,,0,33.84531984,0
0,0.657591742,,0,31.80321111,,,0,38.27005202,0.097905947
0,0,,0,32.23298423,,,0,36.01887249,0.097905947
0,0,,0.640161561,28.79479925,,,0,34.7768424,0.097905947
0,0,,0,25.57150082,,,0,35.24260368,0
0,0,,0,28.79479925,,,0,31.82702095,0.195811894
0,0,,0,26.86082019,,,0,35.5531112,0
0,0,,0,26.86082019,,,0,36.87276817,0
0,0,,0,31.37343799,,,0,35.08734992,0
0.355795857,0.986387613,,0,29.43945893,,,0,37.72666385,0
0,0.986387613,,0.640161561,31.80321111,,,0,38.58055954,0
0.118598619,0,,0.640161561,31.15855142,,,0,39.66733586,0.195811894
0,0.986387613,,0,25.35661426,,,0,36.95039505,0
0,0.657591742,,0,29.00968581,,,0,37.26090257,0.195811894
0,0,,0,31.58832455,,,0,36.56226065,0.097905947
0,0,,0,26.86082019,,,0,38.96869394,0
0,0,,0,28.57991269,,,0,36.25175313,0
0,0,,0,29.43945893,,,0,34.15582736,0
0.118598619,0,,0,28.15013956,,,0,35.5531112,0
0.237197238,0.657591742,,0,27.29059332,,,0,34.54396176,0
0,0,,0,27.29059332,,,0,35.63073808,0
0,0,,0,27.29059332,,,0,35.86361873,0.195811894
0,0.657591742,,0,29.22457237,,,0,37.64903697,0.097905947
0,0.657591742,,0,29.22457237,,,0,35.63073808,0
0.355795857,0,,0,30.29900518,,,0,36.40700689,0
0,0,,0,29.43945893,,,0,33.92294672,0
0,0.986387613,,0,29.43945893,,,0,35.39785744,0
0,0.657591742,,0,32.23298423,,,0,36.63988753,0
0.118598619,0,,0.960242341,26.86082019,,,0,39.43445522,0
0,0,,0,31.58832455,,,0,34.93209616,0
0,0,,0,28.79479925,,,0,36.95039505,0
0,0,,0,28.15013956,,,0,34.07820048,0.097905947
0,0,,1.280323121,28.36502612,,,0,35.94124561,0
0,0,,0,33.5223036,,,0,35.39785744,0
0,0,,0,30.94366486,,,0,34.54396176,0.097905947
0.118598619,0,,0,27.72036644,,,0,36.87276817,0.097905947
0,0,,0,34.59673641,,,0,37.33852945,0
0.118598619,0,,0.640161561,29.43945893,,,0,35.00972304,0
0.118598619,0.986387613,,0,34.59673641,,,0,38.50293266,0
0,0,,0,29.00968581,,,0,33.53481231,0.195811894
0.237197238,0,,0.640161561,28.79479925,,,0,36.32938001,0
0,0,,0,29.22457237,,,0,36.79514129,0
0.237197238,0,,0,30.7287783,,,0,36.95039505,0
0.118598619,0,,0.640161561,25.1417277,,,0,32.83617039,0.097905947
0,0,,0,28.57991269,,,0,34.31108112,0.195811894
0,0,,0,24.49706802,,,0,36.09649937,0
0,0,,0,33.95207672,,,0,37.33852945,0.097905947
0,0,,0,28.79479925,,,0,36.09649937,0
0,0,,0,30.51389174,,,0,35.78599185,0.097905947
0,0,,0,30.29900518,,,0,37.10564881,0.097905947
0,0,,0,34.81162297,,,0,37.88191761,0
0,0.657591742,,0,27.29059332,,,0,36.87276817,0.195811894
0,0,,0,31.15855142,,,0,33.92294672,0
0.118598619,0,,0,28.15013956,,,0,35.5531112,0
0,0.986387613,,0,30.29900518,,,0,36.25175313,0.097905947
0.118598619,0,,0,32.44787079,,,0,35.32023056,0
0.118598619,0,,0,29.22457237,,,0,36.87276817,0
0,0,,0,30.7287783,,,0,36.01887249,0
0,0,,0,27.29059332,,,0,38.81344018,0
0.118598619,0,,0,32.01809767,,,0,37.57141009,0
0,0.986387613,,0,31.37343799,,,0,35.39785744,0
0,0,,0.640161561,29.00968581,,,0,34.31108112,0
0,0.657591742,,0.960242341,27.29059332,,,0,36.32938001,0
0.118598619,0,,0.960242341,25.57150082,,,0,34.388708,0.097905947
0,0,,0,31.80321111,,,0,35.94124561,0
0,0,,0,30.29900518,,,0,34.7768424,0.195811894
0,0,,0,29.22457237,,,0,34.62158864,0
0,0,,0,29.00968581,,,0,34.0005736,0
0,0,,0,26.86082019,,,0,34.388708,0
0,0,,0,30.94366486,,,0,35.08734992,0
0.118598619,0.657591742,,0,30.08411862,,,0,36.09649937,0
0.355795857,0,,0,28.15013956,,,0,36.09649937,0
0,0,,0,27.935253,,,0,38.03717138,0
0,0,,0,29.43945893,,,0,36.32938001,0.097905947
0,0,,0,32.44787079,,,0,35.5531112,0
0,0,,0,28.79479925,,,0,35.47548432,0
0,1.315183485,,104.3463344,0,,,0,0.698641923,0.195811894
0,1.315183485,,97.30455721,0,,,0,0.388134402,0.097905947
0,0.657591742,,104.9864959,0,,,0,0.232880641,0.293717841
0.118598619,0,,93.46358785,0,,,0,0.232880641,0.097905947
0,0,,110.1077884,0,,,0,0.388134402,0.195811894
0,0.657591742,,97.62463799,0,,,0,0,0.195811894
0,1.315183485,,99.54512267,0,,,0,0.232880641,0.097905947
0,0,,98.26479955,0,,,0,0.232880641,0.293717841
0,0.657591742,,96.66439565,0.429773123,,,0,0.232880641,0.391623787
0,0.986387613,,104.3463344,0,,,0,0,0
0,0.986387613,,103.386092,0,,,0,0.155253761,0.293717841
0,0.657591742,,93.46358785,0,,,0,0,0.489529734
0,0,,101.4656074,0,,,0,0.388134402,0.293717841
0,1.315183485,,101.1455266,0,,,0,0.310507521,0.195811894
0,0,,101.1455266,0.644659685,,,0,0.155253761,0.097905947
0,1.315183485,,110.1077884,0,,,0,0.310507521,0
0,0.657591742,,98.58488033,0,,,0,0.155253761,0
0,0,,101.4656074,0,,,0,0.388134402,0.097905947
0,0.657591742,,98.26479955,0.429773123,,,0,0.465761282,0.097905947
0,0.986387613,,93.78366863,0,,,0,0.698641923,0
0.118598619,0,,109.4676269,0,,,0,0.388134402,0.293717841
0.237197238,0.657591742,,113.628677,0.429773123,,,0,0.310507521,0.195811894
0,0,,102.4258497,0,,,0,0.465761282,0
0,0.657591742,,100.1852842,0,,,0,0.388134402,0.293717841
0,0,,93.78366863,0.429773123,,,0,0.543388163,0.195811894
0,0.986387613,,101.7856881,0,,,0,0.310507521,0.097905947
0,0.657591742,,106.9069806,0,,,0,0.155253761,0.097905947
0,0,,101.1455266,0,,,0,0.232880641,0.195811894
0,0,,99.22504189,0,,,0,0.388134402,0.097905947
0,0,,105.3065767,0,,,0,0.388134402,0
0,0.657591742,,96.02423409,0.429773123,,,0,0.388134402,0.097905947
0,0,,104.6664152,0,,,0,0.698641923,0.097905947
0,0.657591742,,114.2688386,0,,,0,0.465761282,0.293717841
0,0,,101.1455266,0,,,0,0.310507521,0.391623787
0.118598619,0,,96.34431487,0,,,0,0.465761282,0.293717841
0,0.657591742,,103.7061728,0.644659685,,,0,0.621015043,0.097905947
0,0.657591742,,102.4258497,0,,,0,0.543388163,0.391623787
0,0,,101.4656074,0,,,0,0.310507521,0.293717841
0,0,,97.62463799,0,,,0,0.465761282,0
0,0,,106.5868998,0,,,0,0.232880641,0.097905947
0,0,,102.1057689,0,,,0,0.310507521,0.097905947
0,0.986387613,,96.02423409,0,,,0,0.232880641,0.097905947
0,0.657591742,,97.62463799,0,,,0,0.232880641,0.097905947
0,2.301571098,,103.386092,0,,,0,0,0.195811894
0,0,,101.4656074,0,,,0,0.310507521,0.195811894
0,0,,97.94471877,0,,,0,0.388134402,1.076965416
0.118598619,0,,105.3065767,0,,,0,0.232880641,0.097905947
0,0.657591742,,104.6664152,0,,,0,0.543388163,0
0,0.657591742,,98.26479955,0,,,0,0,0.293717841
0,1.315183485,,96.34431487,0,,,0,0.232880641,0.097905947
0,0,,106.2668191,0,,,0,0.310507521,0.097905947
0,0,,97.94471877,0,,,0,0.543388163,0.293717841
0.118598619,0.986387613,,100.1852842,0,,,0,0.698641923,0.293717841
0,0,,103.0660113,0.429773123,,,0,0.621015043,0
0,0,,101.7856881,0,,,0,0.310507521,0
0,1.315183485,,97.62463799,0,,,0,0.388134402,0.293717841
0.118598619,0.657591742,,107.2270614,0,,,0,0.543388163,0.195811894
0,0,,98.58488033,0.429773123,,,0,0.465761282,0.097905947
0,1.643979356,,98.26479955,0,,,0,0.232880641,0
0,0.657591742,,96.34431487,0,,,0,0.388134402,0.195811894
0.118598619,0,,94.10374941,0.429773123,,,0,0.543388163,0.097905947
0.118598619,0.657591742,,95.06399175,0,,,0,0.388134402,0.293717841
0,0,,99.22504189,0,,,0,0.232880641,0.391623787
0,0.986387613,,96.02423409,0,,,0,0.465761282,0.293717841
0,1.315183485,,103.386092,0,,,0,0.155253761,0
0,0,,109.4676269,0,,,0,0.621015043,0
0,0,,104.9864959,0.429773123,,,0,0.232880641,0.097905947
0,0,,95.38407253,0,,,0,0.388134402,0.293717841
0,0.657591742,,106.9069806,0,,,0,0.155253761,0.293717841
0,0,,114.2688386,0.429773123,,,0,0.155253761,0.391623787
0,0,,106.2668191,0,,,0,0.310507521,0.195811894
0,0,,102.4258497,0,,,0,0.388134402,0
0,0,,96.66439565,0.429773123,,,0,0.155253761,0.881153522
0,0.657591742,,93.78366863,0,,,0,0.155253761,1.174871362
0,0.986387613,,99.86520345,0,,,0,0.621015043,0.391623787
0,0,,101.4656074,0,,,0,0.232880641,0.489529734
0,0.657591742,,103.0660113,0.429773123,,,0,0.155253761,0
0,0.657591742,,102.4258497,0,,,0,0.388134402,0.293717841
0,0.657591742,,100.8254458,0,,,0,0.465761282,0.293717841
0,0,,93.14350707,0,,,0,0.388134402,0.097905947
0,0,,98.90496111,0,,,0,0.232880641,0
0.118598619,0,,102.4258497,0,,,0,0.310507521,0.195811894
0,1.315183485,,108.5073845,0,,,0,0.465761282,0.391623787
0,0,,93.14350707,0,,,0,0.621015043,0.293717841
0,0,,106.2668191,0,,,0,0,0
0,0.657591742,,95.38407253,0,,,0,0.621015043,0
0,0,,97.94471877,0,,,0,0.388134402,0.097905947
0,0,,101.1455266,0,,,0,0.232880641,0.195811894
0,0,,99.22504189,0,,,0,0.232880641,0.195811894
0,0.657591742,,93.46358785,0,,,0,0.465761282,0
0,0,,105.6266575,0,,,0,0.155253761,0.195811894
0,0,,99.22504189,0,,,0,0.310507521,0
0,0.986387613,,103.0660113,0,,,0,0.155253761,0.293717841
0,0.657591742,,107.5471422,0,,,0,0.155253761,0.195811894
0,0,,100.505365,0,,,0,0.232880641,0
0,0.657591742,,98.90496111,0,,,0,0.388134402,0
0.118598619,0,,96.98447643,0,,,0,0,0.195811894
0,1.315183485,,110.74795,0,,,0,0.388134402,0.293717841
0,0,,104.6664152,0,,,0,0.232880641,0
0,0,,94.74391097,0,,,0,0.232880641,0
0,0.986387613,,100.1852842,0,,,0,0.388134402,0.293717841
0,0.657591742,,101.7856881,0,,,0,0.310507521,0.195811894
0,0.657591742,,95.70415331,0,,,0,0.310507521,0.293717841
0,0,,109.4676269,0.429773123,,,0,0.465761282,0.293717841
0,0,,106.2668191,0,,,0,0.310507521,0.293717841
0.237197238,0.657591742,,103.386092,0,,,0,0.388134402,0
0,0,,95.70415331,0,,,0,0.310507521,0.293717841
0,0,,99.22504189,0.429773123,,,0,0.155253761,0.293717841
0,0,,104.9864959,0,,,0,0.155253761,0.293717841
0,0.657591742,,104.6664152,0,,,0,0.310507521,0
0,1.972775227,,96.66439565,0,,,0,0.232880641,0.097905947
0,0,,97.94471877,0.859546246,,,0,0.465761282,0.195811894
0,0.657591742,,90.26278004,0,,,0,0.543388163,0.293717841
0,0,,99.86520345,0,,,0,0.310507521,0.097905947
0,0,,110.74795,0.429773123,,,0,0.155253761,0
0,0.986387613,,96.66439565,0,,,0,0.310507521,0
0,0,,105.9467383,0.429773123,,,0,0.543388163,0.293717841
0,1.643979356,,101.7856881,0,,,0,0.543388163,0.391623787
0,0,,102.1057689,0,,,0,0.388134402,0.293717841
0,0.657591742,,108.8274653,0,,,0,0.465761282,0
0.118598619,1.315183485,,92.18326472,0,,,0,0.310507521,0.195811894
0,0,,92.82342629,0,,,0,0.388134402,0
0,0.657591742,,97.94471877,0,,,0,0.232880641,0.489529734
0,0.986387613,,100.8254458,0,,,0,0.465761282,0.195811894
0,0.657591742,,105.6266575,0,,,0,0.310507521,0
0.118598619,0,,104.9864959,0.429773123,,,0,0,0.391623787
0,0.657591742,,104.3463344,0,,,0,0.310507521,0
0.118598619,0,,101.1455266,0,,,0,0.388134402,0
0,0.986387613,,96.66439565,0,,,0,0.388134402,0.097905947
0.118598619,0,,102.1057689,0,,,0,0.155253761,0
0,0,,103.0660113,0,,,0,0.698641923,0.391623787
0,0,,104.9864959,0,,,0,0.232880641,0.195811894
0.118598619,0.986387613,,110.1077884,0,,,0,0.310507521,0.293717841
0,0.657591742,,106.2668191,0.429773123,,,0,0.310507521,0.195811894
0,0.986387613,,94.42383019,0,,,0,0.232880641,0.195811894
0,0.986387613,,110.74795,0,,,0,0.232880641,0.489529734
0,0,,105.9467383,0,,,0,0.388134402,0.489529734
0,0,,102.4258497,0,,,0,0.388134402,0.293717841
0,0.986387613,,98.58488033,0,,,0,0.776268804,0
0,0,,100.8254458,0,,,0,0.232880641,0.097905947
0,0.986387613,,99.22504189,0,,,0,0.155253761,0.097905947
0,0,,102.7459305,0.429773123,,,0,0.388134402,0.097905947
0,1.643979356,,92.82342629,0,,,0,0.310507521,0.391623787
0.118598619,0.657591742,,100.8254458,0.429773123,,,0,0.232880641,0.293717841
0,0.986387613,,102.7459305,0,,,0,0.310507521,0.195811894
0.118598619,1.643979356,,105.9467383,0,,,0,0.465761282,0.293717841
0,0,,93.14350707,0,,,0,0.310507521,0.097905947
0,0,,88.66237614,0,,,0,0.310507521,0.097905947
0,0,,97.62463799,0,,,0,0.155253761,0.391623787
0,0,,112.0282731,0,,,0,0.232880641,0.097905947
0,0,,103.7061728,0,,,0,0.155253761,0
0,0,,103.386092,0.429773123,,,0,0.232880641,0.195811894
0,0,,103.386092,0,,,0,0.232880641,0.097905947
0,0,,101.1455266,0,,,0,0.310507521,0.391623787
0,0,,100.1852842,0.429773123,,,0,0.310507521,0.391623787
0,1.315183485,,103.386092,0,,,0,0,0
0,0,,99.22504189,0,,,0,0.698641923,0.195811894
0,1.643979356,,103.386092,0,,,0,0.621015043,0.293717841
0,0.657591742,,104.3463344,0,,,0,0.388134402,0.195811894
0,0.657591742,,112.3483539,0,,,0,0.310507521,0.293717841
0,0.657591742,,91.86318394,0.644659685,,,0,0.465761282,0
0,0.657591742,,106.5868998,0,,,0,0.388134402,0.195811894
0,0,,99.86520345,0,,,0,0.465761282,0.097905947
0.118598619,0,,105.9467383,0,,,0,0.465761282,0.097905947
0,0,,99.22504189,0,,,0,0.310507521,0.293717841
0,0,,101.1455266,0,,,0,0.232880641,0.489529734
0,0,,104.6664152,0,,,0,0,0.097905947
0,0,,113.628677,0,,,0,0.388134402,0
0,0,,106.9069806,0,,,0,0.232880641,0.587435681
0.118598619,0,,102.1057689,0.429773123,,,0,0.310507521,0.195811894
0,0,,96.34431487,0,,,0,0.232880641,0.391623787
0,0,,103.0660113,0,,,0,0.310507521,0
0,0,,99.54512267,0,,,0,0.310507521,0.489529734
0,1.315183485,,102.4258497,0.429773123,,,0,0.621015043,0.195811894
0,0,,98.90496111,0.644659685,,,0,0.155253761,0.195811894
0,0.657591742,,100.1852842,0.429773123,,,0,0.698641923,0.489529734
0,0,,105.6266575,0,,,0,0.155253761,0.293717841
0,0,,106.9069806,0,,,0,0.310507521,0.097905947
0,0.657591742,,97.30455721,0.429773123,,,0,0.232880641,0
0,0,,96.34431487,0,,,0,0.155253761,0.195811894
0,0.657591742,,104.0262536,0.429773123,,,0,0.388134402,0.097905947
0,0,,103.7061728,0,,,0,0.155253761,0.097905947
0,0.657591742,,101.7856881,0,,,0,0.310507521,0.097905947
0,0.986387613,,90.9029416,0,,,0,0.155253761,0.097905947
0,0.986387613,,96.66439565,0,,,0,0.465761282,0
0,0,,107.867223,0,,,0,0.155253761,0.195811894
0.118598619,0.657591742,,112.0282731,0,,,0,0.465761282,0
0,0,,103.0660113,0,,,0,0,0.097905947
0,0,,101.4656074,0,,,0,0.155253761,0.195811894
0,0.657591742,,98.26479955,0,,,0,0,0
0.237197238,1.972775227,,95.38407253,0,,,0,0.388134402,0.195811894
0,0.657591742,,101.4656074,0,,,0,0.232880641,0.489529734
0,0,,103.0660113,0,,,0,0.388134402,0.097905947
0.118598619,0,,96.66439565,0.429773123,,,0,1.009149445,0
0,0,,104.0262536,0.429773123,,,0,0.155253761,0.195811894
0,0,,103.0660113,0,,,0,0.543388163,0
0,0.657591742,,103.7061728,0.429773123,,,0,0.232880641,0.097905947
0,0,,102.4258497,0.429773123,,,0,0.621015043,0.097905947
0,0,,100.8254458,0,,,0,0.232880641,0
0,0.986387613,,98.58488033,0,,,0,0.543388163,0
0,0.657591742,,104.9864959,0,,,0,0.232880641,0.097905947
0,0.986387613,,103.7061728,0,,,0,0,0.293717841
0,0,,106.5868998,0,,,0,0.388134402,0
0.118598619,0.986387613,,99.22504189,0,,,0,0.388134402,0.195811894
0,0,,101.1455266,0,,,0,0.232880641,0
0,0,,92.5033455,0,,,0,0.621015043,0.195811894
0,0.986387613,,98.58488033,0,,,0,0.465761282,0.097905947
0.118598619,0,,103.0660113,0,,,1.40767465,0.310507521,0.489529734
0,0.657591742,,104.6664152,0,,,0,0,0.293717841
0,0,,103.7061728,0.429773123,,,0,0.465761282,0
0,1.643979356,,100.8254458,0,,,0,0.310507521,0.293717841
0,0,,105.9467383,0,,,0,0.155253761,0.195811894
0,0.986387613,,107.867223,0,,,0,0.698641923,0.783247575
0,0.657591742,,101.7856881,0,,,0,0.543388163,0.195811894
0,0,,104.0262536,0,,,0,0,0.195811894
0.474394476,1.643979356,,97.94471877,0,,,0,0.155253761,0.097905947
0,0,,99.86520345,0,,,0,0,0
0,0.657591742,,103.386092,0,,,0,0.155253761,0.195811894
0,0.657591742,,92.18326472,0,,,0,0.232880641,0.097905947
0,0,,100.8254458,0,,,0,0.310507521,0.391623787
0,0.657591742,,98.26479955,0,,,0,0.465761282,0.195811894
0,0.657591742,,102.4258497,0,,,0,0,0.097905947
0,0,,89.3025377,0,,,0,0,0.293717841
0,0,,100.8254458,0,,,0,0.621015043,0.097905947
0.118598619,1.315183485,,98.90496111,0,,,0,0.388134402,0.293717841
0,0,,92.82342629,0,,,0,0.388134402,0
0,0.657591742,,104.3463344,0,,,0,0.543388163,0
0,0,,96.34431487,0.429773123,,,0,0.310507521,0
0.118598619,0,,112.9885154,0,,,0,0.310507521,0.293717841
0,0,,93.14350707,0,,,0,0.388134402,0.391623787
0,0,,100.8254458,0,,,0,0.155253761,0
0,0,,92.82342629,0,,,0,0.155253761,0
0,0,,88.98245692,0,,,0,0.310507521,0.391623787
0,0.657591742,,102.4258497,0,,,0,0.465761282,0.097905947
0,0,,96.66439565,0,,,0,0.465761282,0.293717841
0,0,,95.06399175,0.644659685,,,0,0.155253761,0.293717841
0,1.315183485,,95.06399175,0,,,0,0.232880641,0.195811894
0,1.643979356,,104.6664152,0,,,0,0.465761282,0.195811894
0,0.986387613,,99.22504189,0,,,0,0.232880641,0.097905947
0,0,,107.867223,0,,,0,0.310507521,0.097905947
0,0.657591742,,96.34431487,0,,,0,0.543388163,0.195811894
0.118598619,0,,98.58488033,0,,,0,0.388134402,0.097905947
0,0,,103.7061728,0.429773123,,,0,0.310507521,0.293717841
0,0.657591742,,94.10374941,0,,,0,0.388134402,0
0,0,,110.1077884,0.429773123,,,0,0.310507521,0.195811894
0,0,,96.66439565,0,,,0,0.232880641,0
0,0,,102.4258497,0,,,0,0.155253761,0.489529734
0,0,,103.0660113,0,,,0,0.465761282,0.391623787
0,0.657591742,,94.74391097,0,,,0,0.155253761,0.195811894
0,0,,105.6266575,0,,,0,0,0.293717841
0,0,,103.386092,0,,,0,0.388134402,0.489529734
0,0,,95.70415331,0,,,0,0.543388163,0.097905947
0,0,,93.46358785,0,,,0,0.621015043,0.097905947
0,0,,108.5073845,0,,,0,0.465761282,0
0,1.315183485,,107.5471422,0,,,0,0.310507521,0.293717841
0,0,,98.90496111,0,,,0,0.232880641,0.195811894
0,0.986387613,,92.82342629,0,,,0,0,0.391623787
0,0.657591742,,96.98447643,0,,,0,0.155253761,0
0,0.657591742,,104.6664152,0,,,0,0.465761282,0
0,0,,88.98245692,0,,,0,0.388134402,0.195811894
0,0,,104.9864959,0,,,0,0.388134402,0.195811894
0,0.657591742,,104.3463344,0.429773123,,,0,0.310507521,0.391623787
0,0.657591742,,104.3463344,0,,,0,0.232880641,0.097905947
0,1.972775227,,102.1057689,0.429773123,,,0,0.155253761,0.195811894
0,0.657591742,,100.505365,0,,,0,0.388134402,0.587435681
0,0,,108.1873037,0,,,0,0.310507521,0.293717841
0,0,,106.2668191,0,,,0,0.232880641,0.391623787
0.118598619,0,,96.98447643,0,,,0,0.543388163,0
0,0,,108.8274653,0,,,0,0.232880641,0
0,1.643979356,,106.2668191,0,,,0,0.388134402,0.293717841
0,0,,94.74391097,0,,,0,0.155253761,0
0,0.657591742,,101.4656074,0,,,0,0.310507521,0.293717841
0,0.657591742,,105.3065767,0,,,0,0.621015043,0.195811894
0,1.643979356,,97.30455721,0,,,0,0.543388163,0.195811894
0,0,,105.3065767,0.429773123,,,0,0.543388163,0.195811894
0,0.986387613,,102.7459305,0.429773123,,,0,0.232880641,0
0,0.986387613,,100.8254458,0,,,0,0.232880641,0.195811894
0,0.657591742,,107.2270614,0,,,0,0.310507521,0.097905947
0,0,,95.06399175,0.644659685,,,0,0.698641923,0.195811894
0,0,,99.86520345,0,,,0,0.388134402,0.293717841
0,0.657591742,,94.74391097,0,,,0,0.465761282,0.195811894
0,0,,103.0660113,0,,,0,0.155253761,0.097905947
0,0,,101.7856881,0,,,0,0.388134402,0.293717841
0.237197238,0,,102.1057689,0,,,0,0.232880641,0.097905947
0,0.986387613,,105.9467383,0.429773123,,,0,0.310507521,0.293717841
0,0.657591742,,103.0660113,0,,,0,0.388134402,0.587435681
0,0.657591742,,97.94471877,0.429773123,,,0,0,0.489529734
0,0,,90.9029416,0.429773123,,,0,0,0
0,0.657591742,,97.94471877,0,,,0,0.465761282,0.097905947
0,0.657591742,,97.30455721,0,,,0,0,0.391623787
0,0,,106.2668191,0,,,0,0.155253761,0.195811894
0,0,,106.2668191,0,,,0,0.155253761,0.097905947
0,0,,95.06399175,0,,,0,0.388134402,0
0,1.315183485,,101.7856881,0,,,0,0.310507521,0.489529734
0,0.986387613,,106.2668191,0.644659685,,,0,0.310507521,0
0,0,,93.78366863,0,,,0,0.232880641,0.293717841
0.118598619,0,,91.86318394,0.429773123,,,0.938449767,0.155253761,0.097905947
0,0.657591742,,110.74795,0,,,0,0.232880641,0.097905947
0,0,,96.34431487,0,,,0,0.155253761,0.489529734
0,0.657591742,,106.9069806,0.644659685,,,0,0.155253761,0
0.118598619,0,,98.90496111,0,,,0,0.465761282,0.489529734
0.118598619,0,,97.62463799,0,,,0,0.465761282,0.195811894
0,1.315183485,,109.4676269,0,,,0,0.310507521,0
0,0,,109.1475461,0,,,0,0.232880641,0
0,0,,100.1852842,0,,,0,0,0.391623787
0,0.657591742,,105.9467383,0,,,0,0.621015043,0.097905947
0,1.972775227,,107.2270614,0,,,0,0.388134402,0
0,0.986387613,,104.3463344,0,,,0,0.465761282,0.097905947
0,0,,102.1057689,0,,,0,0,0.391623787
0,0,,102.7459305,0,,,0,0,0.391623787
0,0,,104.6664152,0.859546246,,,0,0.388134402,0.195811894
0,0.986387613,,96.98447643,0,,,0,0.310507521,0.293717841
0,0.657591742,,117.1495656,0,,,0,0.310507521,0.097905947
0,0,,96.98447643,0,,,0,0.543388163,0.391623787
0,0.986387613,,99.22504189,0,,,0,0.310507521,0
0,0,,103.0660113,0,,,0,0,0.195811894
0,1.972775227,,99.22504189,0,,,0,0,0.293717841
0,0.657591742,,104.6664152,0,,,0,0.232880641,0.195811894
0,0.986387613,,94.42383019,0,,,0,0.232880641,0.391623787
0,0.657591742,,100.1852842,0.429773123,,,0,0.232880641,0.293717841
0,1.315183485,,88.66237614,0,,,0,0.465761282,0.097905947
0,0,,111.0680308,0,,,0,0.310507521,0
0,0.657591742,,109.7877076,0,,,0,0.310507521,0.391623787
0,0.986387613,,106.9069806,0,,,0,0,0.293717841
0,0.657591742,,98.90496111,0,,,0,0.155253761,0
0,0,,93.78366863,0,,,0,0.543388163,0.783247575
0.118598619,0,,93.46358785,0,,,0,0.310507521,0.391623787
0,0,,103.7061728,0,,,0,0.232880641,0
0,1.315183485,,104.9864959,0,,,0,0.232880641,0.097905947
0,0.657591742,,100.505365,0,,,0,0.388134402,0
0,1.315183485,,100.8254458,0,,,0,0,0.489529734
0,0,,104.6664152,0,,,0,0.232880641,0.489529734
0,1.315183485,,97.94471877,0,,,0,0.465761282,0.391623787
0,0.657591742,,94.74391097,0.429773123,,,0,0.465761282,0.097905947
0,0,,104.3463344,0,,,0,0.310507521,0.195811894
0,0.657591742,,99.22504189,0,,,0,0.155253761,0
0,0,,92.82342629,0,,,0,0.776268804,0.195811894
0,1.643979356,,88.02221458,0,,,0,0.232880641,0
0,0.986387613,,96.66439565,0.429773123,,,0,0.232880641,0.195811894
0,1.315183485,,98.26479955,0,,,0,0.310507521,0.097905947
0,0.986387613,,102.4258497,0,,,0,0.465761282,0
0,1.315183485,,95.70415331,0,,,0,0.465761282,0.097905947
0,0.986387613,,103.7061728,0.429773123,,,0,0.543388163,0.097905947
0,0.986387613,,105.3065767,0,,,0,0.232880641,0.097905947
0,0.657591742,,103.0660113,0.644659685,,,0,0.310507521,0.195811894
0,0,,96.34431487,0.429773123,,,0,0.310507521,0.097905947
0,0.657591742,,103.0660113,0,,,0,0.388134402,0.293717841
0,0,,117.7897271,0,,,0,0.388134402,0.097905947
0,0,,104.6664152,0,,,0,0.232880641,0.097905947
0,0,,106.2668191,0,,,0,0.155253761,0.097905947
