Albite,300528
Orthopyroxenes,259392
Olivine,173514
Clinopyroxenes,45290
Unknown,40815
Troilite,27939
MSS,10765
Diopside,8958
Magnetite,8348
Taenite,6922
Kamacite,5442
Anorthite,68
Pentlandite,43
Schreibersite,0
Millerite,0
