Orthopyroxenes,148079
Olivine,37393
Clinopyroxenes,20337
Albite,15672
Unknown,6194
Diopside,2143
Magnetite,1744
Troilite,1667
MSS,889
Kamacite,775
Taenite,322
Anorthite,10
Schreibersite,0
Pentlandite,0
Millerite,0
