Olivine,314011
Albite,299710
Orthopyroxenes,114513
Clinopyroxenes,52137
Unknown,38913
Troilite,28600
MSS,10892
Magnetite,9992
Diopside,9214
Kamacite,5470
Taenite,4552
Pentlandite,14
Anorthite,6
Schreibersite,0
Millerite,0
