,Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si,mineral
47,0.0,0.0,,0.0,30.084118616553404,,,0.0,37.72666385405063,0.0,Ca_Ti_O_3
48,0.0,0.0,,0.0,28.150139562632113,,,0.0,35.39785744330676,0.29371784059838535,Ca_Ti_O_3
49,0.0,0.0,,0.6401615605877513,33.307417039755556,,,0.0,36.096499366529926,0.0,Ca_Ti_O_3
50,0.11859861900785645,0.0,,0.0,26.001273947164012,,,0.0,33.379558553995416,0.0,Ca_Ti_O_3
51,0.0,0.0,,0.960242340881627,32.2329842320215,,,0.0,34.93209616115799,0.0,Ca_Ti_O_3
52,0.0,0.0,,0.0,33.307417039755556,,,0.0,36.79514128975308,0.09790594686612844,Ca_Ti_O_3
53,0.0,0.0,,0.0,28.57991268572573,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
54,0.0,0.0,,0.0,27.935253001085304,,,0.0,33.45718543435354,0.09790594686612844,Ca_Ti_O_3
55,0.11859861900785645,0.6575917422822773,,0.0,34.381849847489605,,,0.0,34.00057359686044,0.0,Ca_Ti_O_3
56,0.0,0.0,,0.0,29.86923205500659,,,0.0,34.54396175936735,0.19581189373225688,Ca_Ti_O_3
57,0.0,0.0,,0.0,30.72877830119383,,,0.0,37.33852945225998,0.0,Ca_Ti_O_3
58,0.11859861900785645,0.0,,0.0,30.513891739647022,,,0.0,35.553111204023025,0.09790594686612844,Ca_Ti_O_3
59,0.0,0.0,,0.0,27.935253001085304,,,0.0,35.08734992187425,0.0,Ca_Ti_O_3
60,0.11859861900785645,0.0,,0.0,27.935253001085304,,,0.0,37.88191761476689,0.0,Ca_Ti_O_3
61,0.0,0.986387613423416,,0.6401615605877513,26.860820193351252,,,0.0,36.562260648678695,0.0,Ca_Ti_O_3
62,0.0,0.0,,0.6401615605877513,30.084118616553404,,,0.0,35.475484323664894,0.0,Ca_Ti_O_3
63,0.11859861900785645,0.0,,0.0,27.290593316444873,,,0.0,36.95039505046934,0.0,Ca_Ti_O_3
64,0.0,0.0,,0.0,29.439458931912974,,,0.0,35.32023056294864,0.09790594686612844,Ca_Ti_O_3
65,0.0,0.0,,0.0,29.22457237036616,,,0.0,34.155827357576705,0.0,Ca_Ti_O_3
66,0.0,0.0,,0.0,24.06729489324272,,,0.0,35.39785744330676,0.09790594686612844,Ca_Ti_O_3
67,0.0,0.0,,0.0,26.21616050871082,,,0.0,35.553111204023025,0.19581189373225688,Ca_Ti_O_3
68,0.0,0.6575917422822773,,0.0,32.87764391666193,,,0.0,35.63073808438115,0.09790594686612844,Ca_Ti_O_3
69,0.0,0.0,,0.0,25.57150082407039,,,0.0,35.63073808438115,0.0,Ca_Ti_O_3
70,0.0,0.0,,0.0,29.009685808819352,,,0.0,34.07820047721857,0.0,Ca_Ti_O_3
71,0.11859861900785645,0.6575917422822773,,0.0,26.431047070257634,,,0.0,33.92294671650232,0.0,Ca_Ti_O_3
72,0.0,0.0,,0.0,30.513891739647022,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
73,0.0,0.0,,0.0,28.150139562632113,,,0.0,34.85446928079986,0.09790594686612844,Ca_Ti_O_3
74,0.0,0.0,,0.0,30.084118616553404,,,0.0,34.93209616115799,0.09790594686612844,Ca_Ti_O_3
75,0.0,0.0,,0.0,29.654345493459783,,,0.0,35.475484323664894,0.0,Ca_Ti_O_3
76,0.0,0.0,,0.0,28.36502612417892,,,0.0,34.388707998651086,0.09790594686612844,Ca_Ti_O_3
77,0.0,0.0,,0.0,27.72036643953849,,,0.0,34.31108111829296,0.19581189373225688,Ca_Ti_O_3
78,0.0,0.0,,0.0,30.513891739647022,,,0.0,36.329380007604314,0.0,Ca_Ti_O_3
79,0.11859861900785645,0.6575917422822773,,0.6401615605877513,29.439458931912974,,,0.0,35.63073808438115,0.09790594686612844,Ca_Ti_O_3
80,0.2371972380157129,0.6575917422822773,,0.0,29.86923205500659,,,0.0,38.192425136199404,0.19581189373225688,Ca_Ti_O_3
81,0.0,0.0,,0.0,25.356614262523582,,,0.0,35.475484323664894,0.0,Ca_Ti_O_3
82,0.11859861900785645,0.0,,0.960242340881627,28.36502612417892,,,0.0,35.32023056294864,0.09790594686612844,Ca_Ti_O_3
83,0.11859861900785645,0.0,,0.0,30.084118616553404,,,0.0,38.34767889691566,0.0,Ca_Ti_O_3
84,0.0,0.6575917422822773,,1.6004039014693783,26.21616050871082,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
85,0.0,0.0,,0.0,26.860820193351252,,,0.0,35.32023056294864,0.19581189373225688,Ca_Ti_O_3
86,0.0,0.0,,0.0,31.158551424287452,,,0.0,37.6490369736925,0.0,Ca_Ti_O_3
87,0.2371972380157129,0.6575917422822773,,0.0,25.141727700976773,,,0.0,34.93209616115799,0.09790594686612844,Ca_Ti_O_3
88,0.11859861900785645,0.6575917422822773,,0.0,33.307417039755556,,,0.0,36.40700688796244,0.0,Ca_Ti_O_3
89,0.0,0.0,,0.0,31.803211108927883,,,0.0,35.32023056294864,0.0,Ca_Ti_O_3
90,0.0,0.0,,0.0,32.018097670474695,,,0.0,35.242603682590506,0.09790594686612844,Ca_Ti_O_3
91,0.0,0.0,,0.0,27.290593316444873,,,0.0,34.46633487900922,0.0,Ca_Ti_O_3
92,0.0,0.0,,0.0,27.935253001085304,,,0.0,37.57141009333437,0.0,Ca_Ti_O_3
93,0.11859861900785645,0.6575917422822773,,0.0,34.81162297058322,,,0.0,38.42530577727379,0.0,Ca_Ti_O_3
94,0.0,0.0,,0.6401615605877513,30.084118616553404,,,0.0,36.25175312724618,0.0,Ca_Ti_O_3
95,0.0,0.0,,0.0,32.87764391666193,,,0.0,36.25175312724618,0.0,Ca_Ti_O_3
96,0.0,0.0,,0.0,30.72877830119383,,,0.0,36.63988752903683,0.0,Ca_Ti_O_3
97,0.0,0.0,,0.0,29.86923205500659,,,0.0,34.62158863972547,0.0,Ca_Ti_O_3
98,0.0,0.0,,0.0,29.86923205500659,,,0.0,36.63988752903683,0.09790594686612844,Ca_Ti_O_3
99,0.0,0.0,,0.0,29.654345493459783,,,0.0,33.069051032562896,0.0,Ca_Ti_O_3
100,0.0,0.0,,0.0,31.37343798583426,,,0.0,36.79514128975308,0.0,Ca_Ti_O_3
101,0.0,0.0,,0.0,30.084118616553404,,,0.0,37.72666385405063,0.0,Ca_Ti_O_3
102,0.0,0.6575917422822773,,0.6401615605877513,30.299005178100213,,,0.0,34.23345423793483,0.09790594686612844,Ca_Ti_O_3
103,0.0,0.0,,0.0,26.645933631804443,,,0.0,38.34767889691566,0.09790594686612844,Ca_Ti_O_3
104,0.0,0.0,,0.0,30.72877830119383,,,0.0,36.63988752903683,0.09790594686612844,Ca_Ti_O_3
105,0.0,0.0,,0.0,32.87764391666193,,,0.0,36.95039505046934,0.0,Ca_Ti_O_3
106,0.0,0.0,,0.960242340881627,27.290593316444873,,,0.0,36.95039505046934,0.0,Ca_Ti_O_3
107,0.11859861900785645,0.0,,0.0,30.084118616553404,,,0.0,36.79514128975308,0.29371784059838535,Ca_Ti_O_3
108,0.11859861900785645,0.0,,0.0,31.37343798583426,,,0.0,34.85446928079986,0.0,Ca_Ti_O_3
109,0.0,0.0,,0.0,25.57150082407039,,,0.0,34.54396175936735,0.0,Ca_Ti_O_3
110,0.2371972380157129,0.0,,0.0,33.52230360130236,,,0.0,35.32023056294864,0.0,Ca_Ti_O_3
111,0.0,0.0,,0.0,29.22457237036616,,,0.0,35.475484323664894,0.0,Ca_Ti_O_3
112,0.2371972380157129,0.0,,0.0,27.290593316444873,,,0.0,36.562260648678695,0.0,Ca_Ti_O_3
113,0.0,0.0,,0.6401615605877513,25.141727700976773,,,0.0,33.45718543435354,0.0,Ca_Ti_O_3
114,0.0,0.6575917422822773,,0.0,27.290593316444873,,,0.0,34.85446928079986,0.09790594686612844,Ca_Ti_O_3
115,0.0,0.0,,0.0,26.860820193351252,,,0.0,35.63073808438115,0.0,Ca_Ti_O_3
116,0.0,0.6575917422822773,,0.0,32.2329842320215,,,0.0,36.872768170111215,0.0,Ca_Ti_O_3
117,0.0,0.0,,0.0,27.72036643953849,,,0.0,35.39785744330676,0.0,Ca_Ti_O_3
118,0.0,1.3151834845645547,,0.0,25.57150082407039,,,0.0,37.26090257190186,0.0,Ca_Ti_O_3
119,0.11859861900785645,0.0,,0.0,31.37343798583426,,,0.0,37.6490369736925,0.0,Ca_Ti_O_3
120,0.0,0.6575917422822773,,0.0,32.87764391666193,,,0.0,35.86361872545554,0.0,Ca_Ti_O_3
121,0.0,0.0,,0.0,31.158551424287452,,,0.0,35.785991845097406,0.0,Ca_Ti_O_3
122,0.0,0.0,,0.0,26.431047070257634,,,0.0,36.018872486171794,0.0,Ca_Ti_O_3
123,0.0,0.0,,0.0,28.57991268572573,,,0.0,37.1056488111856,0.09790594686612844,Ca_Ti_O_3
124,0.0,0.0,,0.0,28.57991268572573,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
125,0.0,0.6575917422822773,,0.0,30.084118616553404,,,0.0,35.39785744330676,0.0,Ca_Ti_O_3
126,0.0,0.0,,0.0,29.654345493459783,,,0.0,37.33852945225998,0.0,Ca_Ti_O_3
127,0.11859861900785645,0.0,,0.0,31.37343798583426,,,0.0,35.785991845097406,0.09790594686612844,Ca_Ti_O_3
128,0.0,0.986387613423416,,0.0,34.59673640903641,,,0.0,34.46633487900922,0.19581189373225688,Ca_Ti_O_3
129,0.0,0.0,,0.6401615605877513,26.860820193351252,,,0.0,34.00057359686044,0.19581189373225688,Ca_Ti_O_3
130,0.0,0.0,,0.6401615605877513,27.935253001085304,,,0.0,32.99142415220477,0.19581189373225688,Ca_Ti_O_3
131,0.0,0.6575917422822773,,0.0,25.57150082407039,,,0.0,37.80429073440876,0.09790594686612844,Ca_Ti_O_3
132,0.0,0.0,,0.0,29.86923205500659,,,0.0,37.26090257190186,0.0,Ca_Ti_O_3
133,0.0,0.0,,0.6401615605877513,28.150139562632113,,,0.0,37.18327569154373,0.0,Ca_Ti_O_3
134,0.2371972380157129,0.0,,0.0,32.44787079356831,,,0.0,38.192425136199404,0.0,Ca_Ti_O_3
135,0.0,0.0,,0.0,24.282181454789534,,,0.0,34.23345423793483,0.0,Ca_Ti_O_3
136,0.0,0.0,,0.0,29.654345493459783,,,0.0,36.562260648678695,0.0,Ca_Ti_O_3
137,0.0,0.6575917422822773,,0.0,27.935253001085304,,,0.0,34.23345423793483,0.0,Ca_Ti_O_3
138,0.11859861900785645,0.0,,0.0,25.57150082407039,,,0.0,35.553111204023025,0.0,Ca_Ti_O_3
139,0.11859861900785645,0.6575917422822773,,0.0,30.943664862740643,,,0.0,35.553111204023025,0.09790594686612844,Ca_Ti_O_3
140,0.0,0.6575917422822773,,0.960242340881627,29.86923205500659,,,0.0,36.096499366529926,0.0,Ca_Ti_O_3
141,0.11859861900785645,0.6575917422822773,,0.0,29.439458931912974,,,0.0,35.08734992187425,0.39162378746451376,Ca_Ti_O_3
142,0.0,0.0,,0.0,32.018097670474695,,,0.0,36.95039505046934,0.19581189373225688,Ca_Ti_O_3
143,0.11859861900785645,0.0,,0.0,27.290593316444873,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
144,0.0,0.0,,0.0,26.21616050871082,,,0.0,33.301931673637284,0.0,Ca_Ti_O_3
145,0.0,0.0,,0.0,31.37343798583426,,,0.0,35.785991845097406,0.0,Ca_Ti_O_3
146,0.0,0.0,,0.0,29.86923205500659,,,0.0,35.785991845097406,0.0,Ca_Ti_O_3
147,0.0,0.0,,0.0,32.44787079356831,,,0.0,37.33852945225998,0.0,Ca_Ti_O_3
148,0.11859861900785645,0.6575917422822773,,0.0,29.439458931912974,,,0.0,37.80429073440876,0.19581189373225688,Ca_Ti_O_3
149,0.0,0.986387613423416,,0.0,27.290593316444873,,,0.0,36.63988752903683,0.0,Ca_Ti_O_3
150,0.0,0.0,,0.0,26.860820193351252,,,0.0,35.63073808438115,0.09790594686612844,Ca_Ti_O_3
151,0.0,0.0,,0.0,28.57991268572573,,,0.0,36.096499366529926,0.0,Ca_Ti_O_3
152,0.0,0.0,,0.0,34.59673640903641,,,0.0,37.18327569154373,0.19581189373225688,Ca_Ti_O_3
153,0.0,0.986387613423416,,0.0,24.497068016336343,,,0.0,36.562260648678695,0.39162378746451376,Ca_Ti_O_3
154,0.0,0.0,,0.0,28.150139562632113,,,0.0,36.096499366529926,0.0,Ca_Ti_O_3
155,0.11859861900785645,0.0,,0.0,27.935253001085304,,,0.0,36.018872486171794,0.0,Ca_Ti_O_3
156,0.11859861900785645,0.0,,0.0,25.356614262523582,,,0.0,36.79514128975308,0.29371784059838535,Ca_Ti_O_3
157,0.11859861900785645,0.0,,0.0,29.009685808819352,,,0.0,33.301931673637284,0.0,Ca_Ti_O_3
158,0.0,0.986387613423416,,0.0,29.22457237036616,,,0.0,35.32023056294864,0.19581189373225688,Ca_Ti_O_3
159,0.0,0.0,,0.0,29.009685808819352,,,0.0,35.08734992187425,0.0,Ca_Ti_O_3
160,0.0,0.0,,0.0,30.72877830119383,,,0.0,35.242603682590506,0.0,Ca_Ti_O_3
161,0.0,0.986387613423416,,0.0,24.92684113942996,,,0.0,35.553111204023025,0.09790594686612844,Ca_Ti_O_3
162,0.0,0.0,,0.0,27.290593316444873,,,0.0,37.33852945225998,0.0,Ca_Ti_O_3
163,0.11859861900785645,0.0,,0.0,26.645933631804443,,,0.0,38.34767889691566,0.0,Ca_Ti_O_3
164,0.11859861900785645,0.6575917422822773,,0.0,25.57150082407039,,,0.0,38.11479825584127,0.0,Ca_Ti_O_3
165,0.0,0.0,,0.0,29.86923205500659,,,0.0,33.45718543435354,0.09790594686612844,Ca_Ti_O_3
166,0.0,0.0,,0.6401615605877513,31.803211108927883,,,0.0,35.63073808438115,0.0,Ca_Ti_O_3
167,0.0,0.0,,0.0,27.290593316444873,,,0.0,38.34767889691566,0.0,Ca_Ti_O_3
168,0.0,0.6575917422822773,,0.0,27.935253001085304,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
169,0.0,0.6575917422822773,,0.0,31.803211108927883,,,0.0,36.329380007604314,0.09790594686612844,Ca_Ti_O_3
170,0.0,0.0,,0.0,31.588324547381074,,,0.0,34.62158863972547,0.09790594686612844,Ca_Ti_O_3
171,0.0,0.0,,0.0,28.794799247272543,,,0.0,33.53481231471167,0.0,Ca_Ti_O_3
172,0.0,0.0,,0.0,27.72036643953849,,,0.0,35.63073808438115,0.19581189373225688,Ca_Ti_O_3
173,0.11859861900785645,0.6575917422822773,,0.0,32.44787079356831,,,0.0,37.80429073440876,0.0,Ca_Ti_O_3
174,0.0,0.0,,0.0,30.084118616553404,,,0.0,34.07820047721857,0.0,Ca_Ti_O_3
175,0.0,0.6575917422822773,,0.6401615605877513,31.803211108927883,,,0.0,36.329380007604314,0.0,Ca_Ti_O_3
176,0.2371972380157129,0.986387613423416,,0.0,32.44787079356831,,,0.0,37.1056488111856,0.09790594686612844,Ca_Ti_O_3
177,0.11859861900785645,0.6575917422822773,,0.0,26.21616050871082,,,0.0,34.93209616115799,0.0,Ca_Ti_O_3
178,0.0,0.6575917422822773,,0.0,31.37343798583426,,,0.0,35.86361872545554,0.0,Ca_Ti_O_3
179,0.11859861900785645,0.0,,0.0,28.794799247272543,,,0.0,34.77684240044174,0.0,Ca_Ti_O_3
180,0.0,0.0,,0.0,26.860820193351252,,,0.0,36.63988752903683,0.09790594686612844,Ca_Ti_O_3
181,0.0,0.0,,0.0,28.794799247272543,,,0.0,36.018872486171794,0.0,Ca_Ti_O_3
182,0.0,0.6575917422822773,,0.0,27.290593316444873,,,0.0,35.08734992187425,0.0,Ca_Ti_O_3
183,0.0,0.986387613423416,,0.0,33.307417039755556,,,0.0,36.329380007604314,0.09790594686612844,Ca_Ti_O_3
184,0.0,0.0,,0.0,36.745602024504514,,,0.0,35.86361872545554,0.0,Ca_Ti_O_3
185,0.0,0.6575917422822773,,0.0,30.943664862740643,,,0.0,36.562260648678695,0.0,Ca_Ti_O_3
186,0.0,0.0,,0.0,28.794799247272543,,,0.0,36.872768170111215,0.0,Ca_Ti_O_3
187,0.0,0.0,,0.0,35.671169216770465,,,0.0,34.77684240044174,0.0,Ca_Ti_O_3
188,0.0,0.0,,0.0,24.71195457788315,,,0.0,35.00972304151612,0.09790594686612844,Ca_Ti_O_3
189,0.0,0.0,,0.0,27.935253001085304,,,0.0,37.33852945225998,0.0,Ca_Ti_O_3
190,0.0,0.986387613423416,,0.6401615605877513,33.95207672439598,,,0.0,35.63073808438115,0.0,Ca_Ti_O_3
191,0.0,0.0,,0.0,29.009685808819352,,,0.0,38.89106705942256,0.09790594686612844,Ca_Ti_O_3
192,0.0,0.0,,0.0,29.009685808819352,,,0.0,32.99142415220477,0.0,Ca_Ti_O_3
193,0.0,0.0,,0.0,29.009685808819352,,,0.0,35.94124560581367,0.0,Ca_Ti_O_3
194,0.0,0.0,,0.0,30.084118616553404,,,0.0,37.1056488111856,0.09790594686612844,Ca_Ti_O_3
195,0.0,0.0,,0.0,28.150139562632113,,,0.0,35.242603682590506,0.09790594686612844,Ca_Ti_O_3
196,0.0,0.0,,0.0,27.72036643953849,,,0.0,35.553111204023025,0.0,Ca_Ti_O_3
197,0.0,0.0,,0.6401615605877513,34.16696328594279,,,0.0,35.553111204023025,0.0,Ca_Ti_O_3
198,0.0,0.6575917422822773,,0.0,26.860820193351252,,,0.0,35.242603682590506,0.19581189373225688,Ca_Ti_O_3
199,0.0,0.0,,0.0,28.36502612417892,,,0.0,34.23345423793483,0.0,Ca_Ti_O_3
200,0.0,0.0,,0.0,29.654345493459783,,,0.0,38.502932657631916,0.09790594686612844,Ca_Ti_O_3
201,0.0,0.0,,0.6401615605877513,27.290593316444873,,,0.0,36.25175312724618,0.0,Ca_Ti_O_3
202,0.2371972380157129,0.0,,0.0,27.72036643953849,,,0.0,40.133097145152625,0.0,Ca_Ti_O_3
203,0.0,0.0,,0.0,30.299005178100213,,,0.0,35.63073808438115,0.19581189373225688,Ca_Ti_O_3
204,0.0,0.0,,0.0,28.150139562632113,,,0.0,38.11479825584127,0.0,Ca_Ti_O_3
205,0.0,0.6575917422822773,,0.960242340881627,27.290593316444873,,,0.0,36.25175312724618,0.19581189373225688,Ca_Ti_O_3
206,0.0,0.6575917422822773,,0.0,33.092530478208744,,,0.0,34.31108111829296,0.0,Ca_Ti_O_3
207,0.0,0.0,,0.0,25.356614262523582,,,0.0,36.63988752903683,0.0,Ca_Ti_O_3
208,0.0,0.0,,0.0,30.72877830119383,,,0.0,36.872768170111215,0.0,Ca_Ti_O_3
209,0.0,0.0,,0.6401615605877513,29.439458931912974,,,0.0,34.07820047721857,0.0,Ca_Ti_O_3
210,0.11859861900785645,0.0,,0.0,32.018097670474695,,,0.0,35.242603682590506,0.0,Ca_Ti_O_3
211,0.11859861900785645,0.0,,0.0,27.72036643953849,,,0.0,35.242603682590506,0.0,Ca_Ti_O_3
212,0.2371972380157129,0.6575917422822773,,0.6401615605877513,29.439458931912974,,,0.0,35.63073808438115,0.0,Ca_Ti_O_3
213,0.11859861900785645,0.0,,0.0,30.943664862740643,,,0.0,35.00972304151612,0.0,Ca_Ti_O_3
214,0.0,0.6575917422822773,,0.6401615605877513,26.645933631804443,,,0.0,35.785991845097406,0.29371784059838535,Ca_Ti_O_3
215,0.0,0.6575917422822773,,0.0,30.943664862740643,,,0.0,37.88191761476689,0.0,Ca_Ti_O_3
216,0.0,0.0,,0.0,26.645933631804443,,,0.0,33.53481231471167,0.0,Ca_Ti_O_3
217,0.0,0.0,,0.0,25.141727700976773,,,0.0,35.94124560581367,0.0,Ca_Ti_O_3
218,0.0,0.6575917422822773,,0.0,27.290593316444873,,,0.0,33.6124391950698,0.19581189373225688,Ca_Ti_O_3
219,0.0,0.0,,0.0,33.737190162849174,,,0.0,36.018872486171794,0.19581189373225688,Ca_Ti_O_3
220,0.0,0.6575917422822773,,0.6401615605877513,28.794799247272543,,,0.0,35.08734992187425,0.0,Ca_Ti_O_3
221,0.0,0.0,,0.0,32.2329842320215,,,0.0,34.00057359686044,0.0,Ca_Ti_O_3
222,0.0,0.0,,0.0,32.2329842320215,,,0.9384497669439619,36.872768170111215,0.0,Ca_Ti_O_3
223,0.0,0.6575917422822773,,0.0,29.439458931912974,,,0.0,36.79514128975308,0.09790594686612844,Ca_Ti_O_3
224,0.11859861900785645,0.6575917422822773,,0.0,32.44787079356831,,,0.0,34.388707998651086,0.19581189373225688,Ca_Ti_O_3
225,0.0,0.0,,0.6401615605877513,25.57150082407039,,,0.0,36.25175312724618,0.0,Ca_Ti_O_3
226,0.0,0.0,,0.0,29.009685808819352,,,0.0,36.329380007604314,0.0,Ca_Ti_O_3
227,0.0,0.0,,0.0,33.307417039755556,,,0.0,36.329380007604314,0.0,Ca_Ti_O_3
228,0.0,0.0,,0.0,29.009685808819352,,,0.0,36.018872486171794,0.09790594686612844,Ca_Ti_O_3
229,0.0,0.0,,0.0,29.654345493459783,,,0.0,36.95039505046934,0.0,Ca_Ti_O_3
230,0.0,0.0,,0.0,34.16696328594279,,,0.0,36.79514128975308,0.0,Ca_Ti_O_3
231,0.0,0.0,,0.0,32.2329842320215,,,0.0,35.08734992187425,0.09790594686612844,Ca_Ti_O_3
232,0.0,0.986387613423416,,0.0,26.860820193351252,,,0.0,34.23345423793483,0.09790594686612844,Ca_Ti_O_3
233,0.2371972380157129,0.0,,0.0,29.009685808819352,,,0.0,34.23345423793483,0.0,Ca_Ti_O_3
234,0.0,0.0,,0.0,26.21616050871082,,,0.0,35.39785744330676,0.0,Ca_Ti_O_3
235,0.0,0.0,,0.0,25.57150082407039,,,0.0,36.95039505046934,0.0,Ca_Ti_O_3
236,0.0,0.0,,0.0,29.654345493459783,,,0.0,34.00057359686044,0.0,Ca_Ti_O_3
237,0.0,0.0,,0.0,31.158551424287452,,,0.0,36.329380007604314,0.0,Ca_Ti_O_3
238,0.0,0.0,,0.0,31.37343798583426,,,0.0,34.93209616115799,0.19581189373225688,Ca_Ti_O_3
239,0.0,0.986387613423416,,0.0,32.2329842320215,,,0.0,34.07820047721857,0.0,Ca_Ti_O_3
