Orthopyroxenes,118261
Olivine,61051
Unknown,26123
Clinopyroxenes,18708
Albite,5622
Magnetite,1731
Troilite,1342
Diopside,977
Kamacite,779
MSS,435
Taenite,160
Anorthite,35
Pentlandite,1
Schreibersite,0
Millerite,0
