Unknown,348255
Orthopyroxenes,272869
Olivine,152409
Clinopyroxenes,46741
Troilite,26012
Magnetite,12410
MSS,9430
Albite,7871
Kamacite,5591
Diopside,5518
Taenite,864
Pentlandite,38
Anorthite,16
Schreibersite,0
Millerite,0
